Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.1.2,80,192.168.20.3,43572,6,2021-08-09 22:31:41,89332020.0,6,15,1876,2346,1514.0,66.0,312.6666666666667,537.2605409751295,406.0,60.0,156.4,150.54425705862488,47.26188885015698,0.23507808286435256,4466601.0,6217138.053726345,28081933.0,2782.0,21774325.0,4354865.0,3464716.2407673732,9430184.0,2782.0,83313602.0,5950971.571428572,6878758.164119189,28081933.0,10773.0,0,0,0,0,120,300,0.06716516653267215,0.1679129163316804,60,1514,201.04761904761904,321.9361776724248,103642.90249433107,1,0,0,0,0,0,0,2.5,201.04761904761904,0.0,0.0,0.0,0.0,0.0,0.0,65160,0,1,20,4010358.0,1739117.6828404684,6048506.0,1510930.0,6876246.142857143,5236684.088203457,18617668.0,295006.0,NeedManualLabel
192.168.1.2,80,192.168.20.3,43570,6,2021-08-09 22:31:41,89301123.0,6,15,1876,2322,1514.0,66.0,312.6666666666667,537.2605409751295,394.0,66.0,154.8,144.2826854939058,47.009487215519115,0.23515941675223948,4465056.15,5975513.03151164,26024308.0,287.0,21494503.0,4298900.6,3387754.697216999,9171931.0,287.0,83304775.0,5950341.071428572,6539871.3464062605,26024308.0,3151.0,0,0,0,0,120,300,0.06718840478635414,0.16797101196588535,66,1514,199.9047619047619,320.04194736403286,102426.84807256237,1,0,0,0,0,0,0,2.5,199.9047619047619,0.0,0.0,0.0,0.0,0.0,0.0,65160,501,1,20,3419648.2,2188132.3830694887,6549998.0,1069097.0,6160364.142857143,3947937.458933948,14453637.0,971704.0,NeedManualLabel
192.168.1.2,80,192.168.20.3,43568,6,2021-08-09 22:31:41,89298584.0,7,15,1954,2310,1514.0,66.0,279.14285714285717,504.13927456930526,391.0,66.0,154.0,142.95640361079785,47.74991728872207,0.2463644888254891,4252313.523809524,5896777.022961753,25995168.0,0.0,36436778.0,6072796.333333333,5038838.857412379,15011596.0,0.0,83304302.0,5950307.285714285,6542242.313725226,25995168.0,2917.0,0,0,0,0,140,300,0.07838870098992835,0.16797578783556075,66,1514,193.8181818181818,313.3678692648679,98199.42148760334,1,0,0,0,0,0,0,2.142857142857143,193.8181818181818,0.0,0.0,0.0,0.0,0.0,0.0,65160,501,1,20,3546347.2,2384980.8468333995,7252363.0,1058726.0,6246700.571428572,3797901.011502307,14356654.0,1692919.0,NeedManualLabel
192.168.20.3,43498,192.168.1.2,80,6,2021-08-09 22:31:41,89119752.0,14,6,2076,4760,460.0,60.0,148.28571428571428,162.80901544510388,1514.0,66.0,793.3333333333334,720.6753005958293,76.70577898376557,0.2244171415557799,4690513.263157895,6781562.372538179,30908626.0,1261.0,89119752.0,6855365.538461538,7610706.400214165,30908626.0,31787.000000000004,27811430.0,5562286.0,5642950.07899432,15811020.0,1261.0,0,0,0,0,280,120,0.15709199908904592,0.06732514246673398,60,1514,341.8,511.60996862844655,261744.76000000007,1,0,0,0,0,0,0,0.42857142857142855,341.8,0.0,0.0,0.0,0.0,0.0,0.0,502,506,8,20,2676954.2,1038679.4885307787,4732126.0,1945238.0,6327628.142857143,7509782.805806179,24448839.0,1751554.0,NeedManualLabel
192.168.1.2,80,192.168.20.3,43576,6,2021-08-09 22:31:41,89169887.0,6,15,1876,2450,1514.0,66.0,312.6666666666667,537.2605409751295,432.0,60.0,163.33333333333334,162.03977563823295,48.51413571938249,0.23550551320088584,4458494.35,6242782.443480041,28110126.0,2625.0,21645400.0,4329080.0,3471372.2368412176,9500973.0,2625.0,83333950.0,5952425.0,6911428.809212824,28110126.0,7147.0,0,0,0,0,120,300,0.06728728948596739,0.16821822371491846,60,1514,206.0,325.2339817072362,105777.14285714286,1,0,0,0,0,0,0,2.5,206.0,0.0,0.0,0.0,0.0,0.0,0.0,65160,0,1,20,4120692.2,1839864.305211599,6381742.0,1583379.0,6959083.857142857,5224142.337322324,18637210.0,404857.0,NeedManualLabel
192.168.1.2,80,192.168.20.3,43744,6,2021-08-09 22:31:43,74192272.0,9,19,6410,2317,1514.0,66.0,712.2222222222222,717.1377951858002,435.0,60.0,121.94736842105263,135.62699377499754,117.62680619889899,0.37739779690262076,2747861.925925926,5118544.552265035,23039378.0,2784.0,33895412.0,4236926.5,5638258.366783554,14540143.0,18842.0,68186029.0,3788112.722222222,6808420.947369155,23039378.0,2784.0,0,0,0,0,180,380,0.12130643471869954,0.25609136218392126,60,1514,311.67857142857144,503.76993427920394,253784.14668367343,1,0,0,0,0,0,0,2.111111111111111,311.67857142857144,5792.0,4.0,92799.69237671036,54.0,9.0,749.8541950176354,65160,0,4,20,5507396.333333333,3106683.4462344064,9141346.0,1551957.0,7912313.4,7141400.708462104,21951845.0,2527657.0,NeedManualLabel
192.168.1.2,80,192.168.20.3,43746,6,2021-08-09 22:31:43,74139825.0,8,17,6355,2212,1514.0,74.0,794.375,719.625586242596,438.0,60.0,130.11764705882354,142.59027371868515,115.55193177216158,0.3372006880242838,3089159.375,5231377.960766079,22940340.0,0.0,33980480.0,4854354.285714285,5783234.856326683,14446515.0,14090.0,68196248.0,4262265.5,6969400.996694874,22940340.0,0.0,0,0,0,0,160,340,0.10790422016777083,0.229296467856513,60,1514,342.68,524.9329648631337,275554.6176,1,0,0,0,0,0,0,2.125,342.68,5803.0,5.0,64132.88537199947,36.0,6.0,1812.2325698464635,65160,0,5,20,4678267.0,3380026.004551543,9357109.0,1491384.0,7395028.2,7233914.146073933,21682114.0,2559361.0,NeedManualLabel
192.168.1.2,80,192.168.20.3,43748,6,2021-08-09 22:31:43,74134261.0,9,16,6421,1788,1514.0,66.0,713.4444444444445,716.0439327165946,421.0,60.0,111.75,117.07396166526526,110.73152803128369,0.3372259959534769,3088927.5416666665,5238935.330217629,22833300.0,219.0,34085764.0,4260720.5,5654978.564710104,14427148.0,9039.0,68197623.0,4546508.2,7115100.603780546,22833300.0,219.0,0,0,0,0,180,320,0.1214013585432517,0.21582463741022523,60,1514,328.36,526.0836344156696,276763.99039999995,1,0,0,0,0,0,0,1.7777777777777777,328.36,5803.0,5.0,89168.54899429924,24.0,4.0,615.2741815571565,65160,0,5,20,5845534.0,3754900.0416715043,9437627.0,662518.0,6728317.0,5654910.693954297,19039723.0,2553872.0,NeedManualLabel
192.168.1.2,80,192.168.20.3,43750,6,2021-08-09 22:31:43,74087395.0,7,16,6281,1688,1514.0,74.0,897.2857142857143,712.120919564671,395.0,60.0,105.5,109.51540987459254,107.56215682843215,0.3104441720484301,3367608.8636363638,5582231.848008711,22724019.0,1898.0,34197413.0,5699568.833333333,8182461.94531335,19735374.0,10807.0,68204666.0,4546977.733333333,7367963.176570038,22724019.0,1898.0,0,0,0,0,140,320,0.09448300888430482,0.21596116316412528,60,1514,346.4782608695652,543.5215982721201,295415.7277882799,1,0,0,0,0,0,0,2.2857142857142856,346.4782608695652,5803.0,5.0,83291.46990857027,36.0,6.0,920.3865623561896,65160,0,5,20,8808061.0,1368269.0,10176330.0,7439792.0,8068028.2,6710261.181604585,21270397.0,2626910.0,NeedManualLabel
192.168.1.2,80,192.168.20.3,43752,6,2021-08-09 22:31:43,74079012.0,9,14,6421,898,1514.0,66.0,713.4444444444445,716.0439327165946,74.0,60.0,64.14285714285714,4.867635724971662,98.79991380014624,0.31047930282871483,3367227.8181818184,5420622.248110632,22602673.0,2818.0,34287164.0,4285895.5,5679071.104385844,14375676.0,12220.0,68205210.0,5246554.615384615,7582864.381692748,22602673.0,2818.0,0,0,0,0,180,280,0.1214919011068884,0.1889874017218264,60,1514,318.2173913043478,548.689977921463,301060.6918714556,1,0,0,0,0,0,0,1.5555555555555556,318.2173913043478,5803.0,5.0,88626.540617316,36.0,6.0,757.9585649317837,65160,0,5,20,7082390.5,258442.5,7340833.0,6823948.0,7353490.8,5761054.323628458,18611101.0,2628072.0,NeedManualLabel
192.168.1.2,80,192.168.20.3,43754,6,2021-08-09 22:31:43,73968829.0,4,19,1736,2248,1514.0,74.0,434.0,623.5382907247958,410.0,60.0,118.3157894736842,126.37831785704671,53.860525492434114,0.31094178873644196,3362219.5,5238000.910076718,22113310.0,2550.0,34210932.0,11403644.0,2171170.359127691,14280170.0,9035236.0,68206682.0,3789260.111111111,6569908.192704631,22113310.0,2550.0,0,0,0,0,80,380,0.054076832823729035,0.2568649559127129,60,1514,173.2173913043478,308.42925431115293,95128.60491493387,1,0,0,0,0,0,0,4.75,173.2173913043478,0.0,0.0,0.0,48.0,8.0,113.62748648898169,65160,0,1,20,6693177.666666667,2920832.851037107,9893864.0,2831507.0,7032140.5,6097507.261871055,20430175.0,2755876.0,NeedManualLabel
192.168.1.2,80,192.168.20.3,43756,6,2021-08-09 22:31:43,73930261.0,3,20,222,2239,74.0,74.0,74.0,0.0,385.0,60.0,111.95,114.78391655628414,33.288128118471,0.3111040011072056,3360466.409090909,5889325.135581122,21954055.0,2950.0,23316617.0,11658308.5,2596150.5,14254459.0,9062158.0,68174538.0,3588133.5789473685,6427452.898140856,21954055.0,2950.0,0,0,0,0,60,400,0.040578782753113773,0.2705252183540918,60,385,107.0,107.79691049860139,11620.173913043478,1,0,0,0,0,0,0,6.666666666666667,107.0,0.0,0.0,0.0,48.0,8.0,557.4071278436473,65160,0,0,20,9048752.666666666,6280039.4786589425,17460919.0,2375903.0,8183385.5,5900861.769774642,19809984.0,2743013.0,NeedManualLabel
192.168.20.3,43514,192.168.1.2,80,6,2021-08-09 22:31:44,77204298.0,13,6,2214,3324,411.0,60.0,170.30769230769232,160.48071277134096,1514.0,66.0,554.0,678.8342949498059,71.73175773193353,0.2461002883544126,4289127.666666667,5017148.671770163,20945426.0,1.0,77204298.0,6433691.5,5508266.404561443,20945426.0,1.0,30217807.0,6043561.4,4134357.198580336,11893270.0,2794.0,0,0,0,0,260,120,0.1683844078214402,0.0777158805329724,60,1514,291.4736842105263,441.5329001773913,194951.3019390582,1,0,0,0,0,0,0,0.46153846153846156,291.4736842105263,0.0,0.0,0.0,0.0,0.0,0.0,502,507,8,20,4661511.25,1764645.7086661016,7311384.0,2553112.0,5655924.428571428,4061122.1420348426,14186931.0,358699.0,NeedManualLabel
192.168.1.2,80,192.168.20.3,43766,6,2021-08-09 22:31:44,77066403.0,3,17,222,1702,74.0,74.0,74.0,0.0,375.0,60.0,100.11764705882354,100.47702830992306,24.96548333779118,0.2595164588127981,4056126.4736842103,6989526.675397174,25906756.0,1215.0,22284781.0,11142390.5,1959797.5,13102188.0,9182593.0,72456585.0,4528536.5625,7594757.336061452,25906756.0,1215.0,0,0,0,0,60,340,0.03892746882191972,0.2205889899908784,60,375,96.2,93.10349080458799,8668.260000000002,1,0,0,0,0,0,0,5.666666666666667,96.2,0.0,0.0,0.0,48.0,8.0,941.1395631543861,65160,0,0,20,11203612.5,4029501.5,15233114.0,7174111.0,8052330.166666667,6722722.713842792,21105701.0,649067.0,NeedManualLabel
192.168.1.2,80,192.168.20.3,43496,6,2021-08-09 22:31:44,89274279.0,6,10,4760,1246,1514.0,66.0,793.3333333333334,720.6753005958293,371.0,60.0,124.6,123.22921731472614,67.27581636363593,0.17922295401568014,5951618.6,9425205.004155561,31469850.0,19008.0,89164560.0,17832912.0,31350927.460895486,80340326.0,32933.0,88457206.0,9828578.444444444,10700378.369852299,31579569.0,19008.0,0,0,0,0,120,200,0.06720860775588006,0.11201434625980008,60,1514,375.375,555.9399557281344,309069.234375,1,0,0,0,0,0,0,1.6666666666666667,375.375,0.0,0.0,0.0,0.0,0.0,0.0,65160,0,3,20,11026605.333333334,9249130.168702869,24100067.0,4125096.0,16137416.5,9811338.250995593,29553114.0,6106179.0,NeedManualLabel
192.168.20.3,44134,192.168.1.2,80,6,2021-08-09 22:31:44,72041486.0,10,3,1332,222,386.0,66.0,133.2,126.45062277426712,74.0,74.0,74.0,0.0,21.570904298115114,0.18045158035746234,6003457.166666667,5124738.987585397,18832230.0,27437.0,72041486.0,8004609.555555556,4870935.579104379,18832230.0,27437.0,20330088.0,10165044.0,1306128.0,11471172.0,8858916.0,0,0,0,0,200,60,0.13880890796727874,0.04164267239018362,66,386,119.53846153846153,113.67471499151588,12921.940828402365,1,0,0,0,0,0,0,0.3,119.53846153846153,0.0,0.0,0.0,0.0,0.0,0.0,64240,65160,2,20,3368823.0,2434371.4036926795,6297033.0,336778.0,5787739.8,4298012.697132497,13395264.0,1491047.0,NeedManualLabel
192.168.20.3,44136,192.168.1.2,80,6,2021-08-09 22:31:44,72039405.0,8,2,1268,148,420.0,66.0,158.5,151.012416708031,74.0,74.0,74.0,0.0,19.655909151387355,0.1388129177357864,8004378.333333333,7896196.185065665,27878806.0,25185.0,72039405.0,10291343.57142857,7828986.535377886,27878806.0,25185.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,160,40,0.11105033418862913,0.02776258354715728,66,420,141.6,139.23447848862722,19386.239999999998,1,0,0,0,0,0,0,0.25,141.6,0.0,0.0,0.0,0.0,0.0,0.0,64240,65160,2,20,2086096.6666666667,1289537.4936561126,3519322.0,392878.0,8534274.0,6731824.108923487,19812171.0,2012591.0,NeedManualLabel
192.168.20.3,44138,192.168.1.2,80,6,2021-08-09 22:31:44,72036895.0,10,3,1366,222,403.0,66.0,136.6,133.2480393852007,74.0,74.0,74.0,0.0,22.04425940346263,0.18046308075882503,6003074.583333333,5131619.394602229,18858387.0,17902.0,72036895.0,8004099.444444444,4884635.162817863,18858387.0,17902.0,20336531.0,10168265.5,1201701.5,11369967.0,8966564.0,0,0,0,0,200,60,0.1388177544298654,0.04164532632895963,66,403,122.15384615384616,119.80551300647879,14353.360946745557,1,0,0,0,0,0,0,0.3,122.15384615384616,0.0,0.0,0.0,0.0,0.0,0.0,64240,65160,2,20,3450208.3333333335,2395843.9887423576,6279959.0,421491.0,5841802.4,4318750.693401072,13429869.0,1499284.0,NeedManualLabel
192.168.20.3,44140,192.168.1.2,80,6,2021-08-09 22:31:44,72027884.0,11,3,1766,222,402.0,66.0,160.54545454545453,147.8994521081275,74.0,74.0,74.0,0.0,27.60042208098186,0.1943691695843793,5540606.461538462,5073356.0761263445,18871832.0,15590.0,72027884.0,7202788.4,5083165.367099386,18871832.0,15590.0,20349656.0,10174828.0,1160751.0,11335579.0,9014077.0,0,0,0,0,220,60,0.15271863324486945,0.041650536339509846,66,402,142.0,135.82341477079717,18448.0,1,0,0,0,0,0,0,0.2727272727272727,142.0,0.0,0.0,0.0,0.0,0.0,0.0,64240,65160,3,20,3831640.3333333335,2804564.003831057,7332567.0,466865.0,7591688.25,5407311.135748634,16318752.0,1510484.0,NeedManualLabel
192.168.20.3,44142,192.168.1.2,80,6,2021-08-09 22:31:44,72018941.0,11,3,1751,222,397.0,66.0,159.1818181818182,145.67324467751803,74.0,74.0,74.0,0.0,27.395570840176614,0.1943933055055614,5539918.538461538,5080495.805803158,18884410.0,16951.0,72018941.0,7201894.1,5086199.861080892,18884410.0,16951.0,20315156.0,10157578.0,1136546.0,11294124.0,9021032.0,0,0,0,0,220,60,0.15273759718294108,0.0416557083226203,66,397,140.92857142857142,133.77244232849534,17895.06632653061,1,0,0,0,0,0,0,0.2727272727272727,140.92857142857142,0.0,0.0,0.0,0.0,0.0,0.0,64240,65160,3,20,3863592.3333333335,2794215.985735096,7336667.0,494640.0,7618796.75,5399553.2172245225,16321296.0,1525574.0,NeedManualLabel
192.168.20.3,44144,192.168.1.2,80,6,2021-08-09 22:31:44,72020685.0,10,2,1745,148,417.0,66.0,174.5,158.78806630222562,74.0,74.0,74.0,0.0,26.284115459329495,0.16661879847435498,6547335.0,5202863.864021657,18899435.0,24013.0,72020685.0,8002298.333333333,4969610.092147471,18899435.0,24013.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,200,40,0.13884899872862913,0.02776979974572583,66,417,157.75,149.71368507922045,22414.1875,1,0,0,0,0,0,0,0.2,157.75,0.0,0.0,0.0,0.0,0.0,0.0,64240,65160,3,20,4135718.6666666665,3072405.2294823057,8059013.999999999,556874.0,7826647.75,5202681.8728439165,16345879.0,2267548.0,NeedManualLabel
192.168.1.2,80,192.168.20.3,43768,6,2021-08-09 22:31:44,76945937.0,3,18,222,1852,74.0,74.0,74.0,0.0,417.0,60.0,102.88888888888889,111.14549467996586,26.953989786361298,0.27291889369025424,3847296.85,6846559.165774822,25790859.0,2211.0,22200560.0,11100280.0,1879195.0,12979475.0,9221085.0,72439375.0,4261139.705882353,7415547.490791967,25790859.0,2211.0,0,0,0,0,60,360,0.03898841338432203,0.2339304803059322,60,417,98.76190476190476,103.39609680479782,10690.752834467121,1,0,0,0,0,0,0,6.0,98.76190476190476,0.0,0.0,0.0,48.0,8.0,746.9887017958854,65160,0,0,20,11222062.0,4122268.0,15344330.0,7099794.0,8039163.833333333,6603303.608166128,20883344.0,887181.0,NeedManualLabel
192.168.20.3,44146,192.168.1.2,80,6,2021-08-09 22:31:44,72037764.0,9,3,1264,222,385.0,66.0,140.44444444444446,130.76706271595313,74.0,74.0,74.0,0.0,20.628069466453734,0.16657929582600595,6548887.636363637,6562916.0564596895,24312923.0,21498.0,72037764.0,9004720.5,6597366.835252133,24312923.0,21498.0,20826253.0,10413126.5,839245.5,11252372.0,9573881.0,0,0,0,0,180,60,0.12493447186950445,0.04164482395650149,66,385,123.83333333333333,116.84522050796753,13652.805555555555,1,0,0,0,0,0,0,0.3333333333333333,123.83333333333333,0.0,0.0,0.0,0.0,0.0,0.0,64240,65160,2,20,5734375.0,1606031.7407164364,7713938.0,3780226.0,10379012.0,5957599.046517691,20596682.0,5878193.0,NeedManualLabel
192.168.20.3,44148,192.168.1.2,80,6,2021-08-09 22:31:45,72019942.0,8,2,1314,148,443.0,66.0,164.25,160.969523512993,74.0,74.0,74.0,0.0,20.29993303799106,0.13885043117640944,8002215.777777778,7981487.822277704,28033916.0,18985.0,72019942.0,10288563.142857144,7898936.245957597,28033916.0,18985.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,160,40,0.11108034494112756,0.02777008623528189,66,443,146.2,148.43234148931288,22032.159999999996,1,0,0,0,0,0,0,0.25,146.2,0.0,0.0,0.0,0.0,0.0,0.0,64240,65160,2,20,2397769.3333333335,1344469.194151192,3787431.0,579094.0,8806806.0,6795715.382336984,20201520.0,2289666.0,NeedManualLabel
192.168.20.3,44150,192.168.1.2,80,6,2021-08-09 22:31:45,72036265.0,10,2,1724,148,410.0,66.0,172.4,155.58097570075847,74.0,74.0,74.0,0.0,25.986910898281582,0.16658276216847168,6548751.363636363,5248197.201271625,18973140.0,3151.0,72036265.0,8004029.444444444,4995863.7528390335,18973140.0,3151.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,200,40,0.1388189684737264,0.027763793694745277,66,410,156.0,146.68333238647122,21516.0,1,0,0,0,0,0,0,0.2,156.0,0.0,0.0,0.0,0.0,0.0,0.0,64240,65160,3,20,4167540.0,3106088.585078131,8128873.0,542927.0,7868940.0,5221170.138533842,16402726.999999998,2269676.0,NeedManualLabel
192.168.20.3,44152,192.168.1.2,80,6,2021-08-09 22:31:45,72035277.0,11,3,1835,222,425.0,66.0,166.8181818181818,158.14022441653609,74.0,74.0,74.0,0.0,28.555453462058598,0.19434922142383101,5541175.153846154,5041012.081516733,18986715.0,4299.0,72035277.0,7203527.7,5121778.2902678065,18986715.0,4299.0,20879308.0,10439654.0,702440.0,11142094.0,9737214.0,0,0,0,0,220,60,0.15270295969015293,0.041646261733678074,66,425,146.92857142857142,145.25812703386944,21099.92346938775,1,0,0,0,0,0,0,0.2727272727272727,146.92857142857142,0.0,0.0,0.0,0.0,0.0,0.0,64240,65160,3,20,6111852.0,1631207.2857085534,7621551.0,3846419.0,9330567.75,4167895.6659150175,16424010.0,5870674.0,NeedManualLabel
192.168.20.3,44154,192.168.1.2,80,6,2021-08-09 22:31:45,72027154.0,8,2,883,148,389.0,66.0,110.375,105.37544483891871,74.0,74.0,74.0,0.0,14.314046061017489,0.1388365282348932,8003017.111111111,5107796.530245469,18999164.0,93303.0,72027154.0,10289593.42857143,3681841.343172418,18999164.0,7730884.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,160,40,0.11106922258791456,0.02776730564697864,66,389,103.1,95.36713270304396,9094.889999999998,1,0,0,0,0,0,0,0.25,103.1,0.0,0.0,0.0,0.0,0.0,0.0,64240,65160,1,20,2568345.6666666665,1394663.9267535228,3943925.0,656437.0,5340840.2,3100112.9129564553,9897224.0,1371056.0,NeedManualLabel
192.168.20.3,44156,192.168.1.2,80,6,2021-08-09 22:31:45,72025679.0,7,3,861,222,433.0,66.0,123.0,126.60512289341669,74.0,74.0,74.0,0.0,15.036303927103555,0.1388393714413994,8002853.222222222,7568866.281197406,24346711.0,73671.0,72025679.0,12004279.833333334,7107809.434316488,24346711.0,3759983.0,20889975.0,10444987.5,610650.5,11055638.0,9834337.0,0,0,0,0,140,60,0.09718756000897957,0.04165181143241982,66,433,108.3,108.27931473739571,11724.41,1,0,0,0,0,0,0,0.42857142857142855,108.3,0.0,0.0,0.0,0.0,0.0,0.0,64240,65160,1,20,8291398.666666667,3864075.7434303598,13354923.0,3979984.0,12305226.75,6067923.535295471,20586728.0,5914104.0,NeedManualLabel
192.168.20.3,44158,192.168.1.2,80,6,2021-08-09 22:31:45,72014016.0,7,2,1218,148,428.0,66.0,174.0,160.66646907713596,74.0,74.0,74.0,0.0,18.968529681777504,0.12497567140263362,9001752.0,7995620.594666151,28131834.0,63278.0,72014016.0,12002336.0,7291363.640710952,28131834.0,7710260.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,140,40,0.09720329997982616,0.027772371422807474,66,428,151.77777777777777,147.66762812160871,21805.728395061727,1,0,0,0,0,0,0,0.2857142857142857,151.77777777777777,0.0,0.0,0.0,0.0,0.0,0.0,64240,65160,2,20,2640752.6666666665,1390539.0984627348,4001121.9999999995,730753.0,9013523.0,6795879.682829258,20421574.0,2572191.0,NeedManualLabel
192.168.20.3,44160,192.168.1.2,80,6,2021-08-09 22:31:45,72014471.0,8,5,1324,370,448.0,66.0,165.5,163.1341472531119,74.0,74.0,74.0,0.0,23.523049971442546,0.18051927368875625,6001205.916666667,6669124.762984363,24152455.0,2276.0,72014471.0,10287781.57142857,6671862.887023145,24152455.0,2276.0,20894015.0,5223503.75,4080915.3957924913,11014502.0,1220614.0,0,0,0,0,160,100,0.11108878380846539,0.06943048988029087,66,448,130.30769230769232,135.49418642957718,18358.67455621302,1,0,0,0,0,0,0,0.625,130.30769230769232,0.0,0.0,0.0,0.0,0.0,0.0,64240,65160,2,20,5306175.666666667,1805692.7650978968,7859801.0,4023215.9999999995,5724426.0,3702349.438940013,12474839.0,328725.0,NeedManualLabel
192.168.1.2,80,192.168.20.3,43772,6,2021-08-09 22:31:45,76833631.0,3,18,222,1794,74.0,74.0,74.0,0.0,388.0,60.0,99.66666666666667,102.03975260216534,26.23851006078315,0.2733178131331578,3841681.55,6947479.18260929,25719852.0,1158.0,22106174.0,11053087.0,2964992.0000000005,14018079.0,8088094.999999999,71810679.0,4224157.588235294,7422767.784848175,25719852.0,1158.0,0,0,0,0,60,360,0.039045401876165405,0.2342724112569924,60,388,96.0,94.89643477672558,9005.333333333334,1,0,0,0,0,0,0,6.0,96.0,0.0,0.0,0.0,48.0,8.0,1094.6907498631635,65160,0,0,20,8625053.0,7451314.000000001,16076367.000000002,1173739.0,8593991.6,7020920.862533877,20721171.0,1262820.0,NeedManualLabel
192.168.20.3,44162,192.168.1.2,80,6,2021-08-09 22:31:45,71999639.0,8,2,1264,148,418.0,66.0,158.0,150.14659503298768,74.0,74.0,74.0,0.0,19.611209439536218,0.13888958526583722,7999959.888888889,8070756.268083452,28157793.0,9528.0,71999639.0,10285662.714285715,7960205.908929164,28157793.0,22698.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,160,40,0.11111166821266978,0.027777917053167445,66,418,141.2,138.4346777364689,19164.159999999996,1,0,0,0,0,0,0,0.25,141.2,0.0,0.0,0.0,0.0,0.0,0.0,64240,65160,2,20,2718840.6666666665,1441123.0062978277,4120598.0,736728.0,9078578.75,6825140.463376244,20521334.0,2572441.0,NeedManualLabel
192.168.20.3,44164,192.168.1.2,80,6,2021-08-09 22:31:45,72012219.0,8,3,914,222,420.0,66.0,114.25,115.62195941948052,74.0,74.0,74.0,0.0,15.775100611744792,0.15275185451513443,7201221.9,6473521.432587174,24162049.0,14879.0,72012219.0,10287459.857142856,5984998.931388672,24162049.0,4010687.0,21040952.0,10520476.0,396274.0,10916750.0,10124202.0,0,0,0,0,160,60,0.11109225782918868,0.04165959668594575,66,420,103.27272727272727,100.21893389347046,10043.834710743802,1,0,0,0,0,0,0,0.375,103.27272727272727,0.0,0.0,0.0,0.0,0.0,0.0,64240,65160,1,20,5562229.333333333,1341913.435913145,7360972.0,4138938.9999999995,10212184.25,5768141.848766567,20151362.0,5947594.0,NeedManualLabel
192.168.1.2,80,192.168.20.3,43776,6,2021-08-09 22:31:45,76809830.0,3,19,222,1832,74.0,74.0,74.0,0.0,377.0,60.0,96.42105263157895,96.34003146174418,26.741368910724056,0.2864216728509879,3657610.9523809524,6798814.0929649845,25621283.0,2478.0,22124184.0,11062092.0,2900046.9999999995,13962139.0,8162045.000000001,71833392.0,3990744.0,7249590.968570587,25621283.0,2478.0,0,0,0,0,60,380,0.03905750084331654,0.24736417200767138,60,377,93.36363636363636,89.86077385425716,8074.958677685947,1,0,0,0,0,0,0,6.333333333333333,93.36363636363636,0.0,0.0,0.0,54.0,9.0,874.0126893694161,65160,0,0,20,8548015.5,7389214.5,15937230.0,1158801.0,8543462.8,6952823.011235232,20567888.0,1283582.0,NeedManualLabel
192.168.20.3,44166,192.168.1.2,80,6,2021-08-09 22:31:45,71998612.0,6,2,795,148,433.0,66.0,132.5,134.41943063907587,74.0,74.0,74.0,0.0,13.097474712429179,0.11111325312771309,10285516.0,9214130.223092357,28191756.0,35527.0,71998612.0,14399722.4,7999988.13718717,28191756.0,7732403.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,120,40,0.08333493984578481,0.02777831328192827,66,433,117.875,119.13483694956736,14193.109375,1,0,0,0,0,0,0,0.3333333333333333,117.875,0.0,0.0,0.0,0.0,0.0,0.0,64240,65160,1,20,2543826.5,1610070.4999999998,4153896.9999999995,933756.0,8319852.25,1802949.9945908615,10579351.0,5943150.0,NeedManualLabel
