Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.20.3,43852,192.168.1.2,80,6,2021-08-09 22:31:41,58490841.0,12,3,1546,222,415.0,66.0,128.83333333333334,128.05261505421208,74.0,74.0,74.0,0.0,30.226954678254668,0.2564504073381335,4177917.214285714,3639452.8028708254,12618207.0,3035.0,58490841.0,5317349.181818182,4021915.3125214274,12618207.0,3035.0,21163501.0,10581750.5,1904230.5,12485981.0,8677520.0,0,0,0,0,240,60,0.20516032587050678,0.051290081467626696,66,415,117.86666666666666,116.61495997036094,13599.048888888885,1,0,0,0,0,0,0,0.25,117.86666666666666,0.0,0.0,0.0,0.0,0.0,0.0,64240,65160,2,20,4690408.666666667,3204096.254793888,9103099.0,1592171.0,4928866.5,1758276.9267340256,6935045.0,2129132.0,NeedManualLabel
192.168.20.3,43856,192.168.1.2,80,6,2021-08-09 22:31:41,58456377.0,12,3,806,222,74.0,60.0,67.16666666666667,5.382585087318382,74.0,74.0,74.0,0.0,17.585763140948675,0.25660160225119666,4175455.5,4163479.598022561,13174259.0,2657.0,58456377.0,5314216.090909091,4543854.406377685,13174259.0,2657.0,21165077.0,10582538.5,2470441.5,13052980.0,8112097.0,0,0,0,0,240,60,0.2052812818009573,0.05132032045023933,60,74,68.53333333333333,5.536143864540452,30.648888888888887,1,0,0,0,0,0,0,0.25,68.53333333333333,0.0,0.0,0.0,0.0,0.0,0.0,64240,65160,3,20,4585660.333333333,3365186.7292876267,9163189.0,1169334.0,5591999.5,1083456.255380553,7416292.0,4599947.0,NeedManualLabel
192.168.20.3,43858,192.168.1.2,80,6,2021-08-09 22:31:41,58476208.0,9,3,650,222,78.0,66.0,72.22222222222223,4.661372658534007,74.0,74.0,74.0,0.0,14.912047648506894,0.20521166488770953,5316018.909090909,3984772.920734618,13081382.0,9597.0,58476208.0,7309526.0,3697418.226349976,13081382.0,9597.0,21169348.0,10584674.0,2436712.0,13021386.0,8147962.0,0,0,0,0,180,60,0.15390874866578216,0.05130291622192738,66,78,72.66666666666667,4.109609335312651,16.88888888888889,1,0,0,0,0,0,0,0.3333333333333333,72.66666666666667,0.0,0.0,0.0,0.0,0.0,0.0,64240,65160,0,20,4509625.666666667,3302190.2604726185,9008392.0,1175108.0,5543637.75,1029658.434477758,7270155.0,4572684.0,NeedManualLabel
192.168.20.3,43854,192.168.1.2,80,6,2021-08-09 22:31:41,58587149.0,14,3,1287,222,415.0,60.0,91.92857142857143,89.74285827989264,74.0,74.0,74.0,0.0,25.756501651923703,0.29016602258628427,3661696.8125,3846988.930822589,13101189.0,2006.0,58587149.0,4506703.769230769,4289140.53148672,13101189.0,2006.0,21186439.0,10593219.5,2537060.5000000005,13130280.0,8056158.999999999,0,0,0,0,280,60,0.23896025389458703,0.05120576869169722,60,415,88.76470588235294,81.72660983012362,6679.23875432526,1,0,0,0,0,0,0,0.21428571428571427,88.76470588235294,0.0,0.0,0.0,0.0,0.0,0.0,64240,65160,4,20,4560810.666666667,3348873.326210905,9096563.0,1112832.0,4817217.25,2080571.9721167271,7388080.0,1581811.0,NeedManualLabel
192.168.20.3,43860,192.168.1.2,80,6,2021-08-09 22:31:41,58511527.0,13,3,1648,222,419.0,66.0,126.76923076923077,124.77990090010111,74.0,74.0,74.0,0.0,31.95951457564934,0.2734503920911174,3900768.466666667,3789604.6668021693,13019605.0,8135.0,58511527.0,4875960.583333333,4178555.059058643,13019605.0,8135.0,21131814.0,10565907.0,2381032.9999999995,12946940.0,8184874.000000001,0,0,0,0,260,60,0.22217844357403285,0.051271948517084505,66,419,116.875,114.34535134844792,13074.859375,1,0,0,0,0,0,0,0.23076923076923078,116.875,0.0,0.0,0.0,0.0,0.0,0.0,64240,65160,2,20,5502653.666666667,4626518.552903276,11939745.0,1269267.0,5519821.5,1000213.5882226606,7166022.0,4491465.0,NeedManualLabel
192.168.20.3,43862,192.168.1.2,80,6,2021-08-09 22:31:41,58510612.0,10,2,1014,148,364.0,66.0,101.4,87.64496562838052,74.0,74.0,74.0,0.0,19.85964528964421,0.20509100126999183,5319146.545454546,3672872.456101735,12981411.0,10055.0,58510612.0,6501179.111111111,3655010.1409231997,12981411.0,10055.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,200,40,0.1709091677249932,0.03418183354499864,66,364,96.83333333333333,80.65754080610743,6505.638888888886,1,0,0,0,0,0,0,0.2,96.83333333333333,0.0,0.0,0.0,0.0,0.0,0.0,64240,65160,1,20,4458612.0,3221697.091005712,8868546.0,1262000.0,4730264.5,2053306.4405320142,7071384.0,1432357.0,NeedManualLabel
192.168.20.3,43864,192.168.1.2,80,6,2021-08-09 22:31:41,58552871.0,15,3,1692,222,410.0,60.0,112.8,116.6711618181631,74.0,74.0,74.0,0.0,32.68840566331922,0.3074144733227513,3444286.529411765,3761185.245638278,12958275.0,2316.0,58552871.0,4182347.9285714286,4213105.613624373,12958275.0,2316.0,21163636.0,10581818.0,2325898.0,12907716.0,8255920.0,0,0,0,0,300,60,0.25617872776895945,0.05123574555379189,60,410,106.33333333333333,107.48281516389285,11552.555555555555,1,0,0,0,0,0,0,0.2,106.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,64240,65160,5,20,5440372.0,4598974.630022291,11845446.0,1259509.0,5465586.25,968240.8483343323,7038964.0,4428400.0,NeedManualLabel
192.168.20.3,43866,192.168.1.2,80,6,2021-08-09 22:31:41,58594887.0,11,2,740,148,74.0,60.0,67.27272727272727,5.609908589287823,74.0,74.0,74.0,0.0,15.154905922081563,0.22186236147191477,4882907.25,5565255.596157708,18889501.0,8182.999999999999,58594887.0,5859488.7,5970027.895357057,18889501.0,8182.999999999999,0.0,0.0,0.0,0.0,0.0,0,0,0,0,220,40,0.18772969047623558,0.034132670995679196,60,74,68.3076923076923,5.702693228569427,32.5207100591716,1,0,0,0,0,0,0,0.18181818181818182,68.3076923076923,0.0,0.0,0.0,0.0,0.0,0.0,64240,65160,3,20,975421.0,430249.0,1405670.0,545172.0,6946781.0,2373454.190584825,10297555.0,5100624.0,NeedManualLabel
192.168.20.3,43870,192.168.1.2,80,6,2021-08-09 22:31:41,58620607.0,11,4,1536,296,415.0,66.0,139.63636363636363,130.1260037790454,74.0,74.0,74.0,0.0,31.25180877093272,0.25588271373580285,4187186.214285714,4836717.01602792,15886014.0,2017.9999999999998,58620607.0,5862060.7,5837494.436298095,15886014.0,2017.9999999999998,15853475.0,5284491.666666667,5293933.926449173,12750736.0,1071785.0,0,0,0,0,220,80,0.18764732340625542,0.06823539032954742,66,415,122.13333333333334,115.15141722483875,13259.848888888891,1,0,0,0,0,0,0,0.36363636363636365,122.13333333333334,0.0,0.0,0.0,0.0,0.0,0.0,64240,65160,2,20,4262415.0,2812234.0,7074649.0,1450181.0,6102711.0,2156980.9656765633,9740206.0,4114854.0000000005,NeedManualLabel
192.168.20.3,44498,192.168.1.2,80,6,2021-08-09 22:32:13,26638413.0,6,0,822,0,460.0,66.0,137.0,144.47952565444467,0.0,0.0,0.0,0.0,30.85769411263351,0.22523864315790884,5327682.6,4985091.435543087,13937238.0,2422.0,26638413.0,5327682.6,4985091.435543087,13937238.0,2422.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,120,0,0.22523864315790884,0.0,66,460,137.0,144.47952565444467,20874.333333333332,1,0,0,0,0,0,0,0.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,64240,0,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.20.3,43874,192.168.1.2,80,6,2021-08-09 22:31:41,58658507.0,13,3,1241,222,429.0,60.0,95.46153846153847,96.40189543669244,74.0,74.0,74.0,0.0,24.940968920330686,0.2727652103385448,3910567.1333333333,3783547.814730893,12694797.0,3002.0,58658507.0,4888208.916666667,4167742.1693085507,12694797.0,3002.0,20922157.0,10461078.5,2029525.5,12490604.0,8431553.0,0,0,0,0,260,60,0.2216217334000676,0.05114347693847714,60,429,91.4375,87.29831667191527,7620.99609375,1,0,0,0,0,0,0,0.23076923076923078,91.4375,0.0,0.0,0.0,0.0,0.0,0.0,64240,65160,3,20,4462521.666666667,2979158.9637010344,8636137.0,1876932.0,4713638.5,1956827.1762098079,6484379.0,1408329.0,NeedManualLabel
192.168.20.3,43876,192.168.1.2,80,6,2021-08-09 22:31:41,58698554.0,13,2,1596,148,432.0,60.0,122.76923076923077,131.94296777608926,74.0,74.0,74.0,0.0,29.71112371865242,0.25554292189207933,4192753.8571428573,4716179.76782283,14683257.0,1909.0,58698554.0,4891546.166666667,5120518.174583764,14683257.0,1909.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,260,40,0.22147053230646874,0.034072389585610575,60,432,116.26666666666667,123.9459380357241,15362.595555555557,1,0,0,0,0,0,0,0.15384615384615385,116.26666666666667,0.0,0.0,0.0,0.0,0.0,0.0,64240,65160,5,20,6311060.5,4322182.5,10633243.0,1988878.0,4560792.25,1732628.5302263112,5730726.0,1571034.0,NeedManualLabel
192.168.20.3,43878,192.168.1.2,80,6,2021-08-09 22:31:41,58727667.0,13,3,1244,222,432.0,60.0,95.6923076923077,97.20033603565263,74.0,74.0,74.0,0.0,24.962680707203983,0.2724439913473832,3915177.8,3776955.8652274134,12634967.0,2496.0,58727667.0,4893972.25,4151850.052910291,12634967.0,2496.0,20912201.0,10456100.5,1938711.5,12394812.0,8517389.0,0,0,0,0,260,60,0.22136074296974884,0.051083248377634345,60,432,91.625,88.02334562489658,7748.109375,1,0,0,0,0,0,0,0.23076923076923078,91.625,0.0,0.0,0.0,0.0,0.0,0.0,64240,65160,3,20,4447055.0,2935989.032288892,8574531.0,1992160.0,4692853.25,1952644.925571643,6340913.0,1369812.0,NeedManualLabel
192.168.20.3,43880,192.168.1.2,80,6,2021-08-09 22:31:41,58705212.0,11,2,1136,148,384.0,66.0,103.27272727272727,89.15062933453585,74.0,74.0,74.0,0.0,21.87199323971439,0.2214454144207843,4892101.0,3697383.599588498,12573856.0,3297.0,58705212.0,5870521.2,3877204.305294288,12573856.0,3297.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,220,40,0.18737688912527903,0.034068525295505275,66,384,98.76923076923077,82.68397095722023,6836.639053254438,1,0,0,0,0,0,0,0.18181818181818182,98.76923076923077,0.0,0.0,0.0,0.0,0.0,0.0,64240,65160,1,20,4479771.333333333,2865871.7500100303,8521773.0,2200898.0,4763882.5,1870528.8762209073,6215604.0,1564133.0,NeedManualLabel
192.168.20.3,43882,192.168.1.2,80,6,2021-08-09 22:31:41,58713627.0,10,3,1066,222,428.0,66.0,106.6,107.21958776268448,74.0,74.0,74.0,0.0,21.936985769930377,0.22141367624929728,4892802.25,3595108.3594801915,12438935.0,81850.0,58713627.0,6523736.333333333,3472627.075840966,12438935.0,81850.0,20772579.0,10386289.5,1839671.5,12225961.0,8546618.0,0,0,0,0,200,60,0.17031821249945944,0.05109546374983783,66,428,99.07692307692308,95.03558972095385,9031.763313609468,1,0,0,0,0,0,0,0.3,99.07692307692308,0.0,0.0,0.0,0.0,0.0,0.0,64240,65160,1,20,4368899.666666667,2666402.2189772665,8131930.000000001,2277020.0,4626745.0,2053640.289365813,6061198.0,1093276.0,NeedManualLabel
192.168.20.3,43884,192.168.1.2,80,6,2021-08-09 22:31:41,58728561.0,12,3,1504,222,394.0,66.0,125.33333333333333,120.23125864580955,74.0,74.0,74.0,0.0,29.389448176671653,0.25541235379494487,4194897.214285715,3702611.921239734,12088018.0,0.0,58728561.0,5338960.090909091,3968755.3745677555,12088018.0,0.0,20600076.0,10300038.0,1717840.0,12017878.0,8582198.0,0,0,0,0,240,60,0.2043298830359559,0.051082470758988974,66,394,115.06666666666666,109.48087605706408,11986.062222222226,1,0,0,0,0,0,0,0.25,115.06666666666666,0.0,0.0,0.0,0.0,0.0,0.0,64240,65160,2,20,4314958.333333333,2615258.814459521,8006202.999999999,2268332.0,4583400.0,1916361.3679298589,6138054.0,1306910.0,NeedManualLabel
192.168.20.3,43886,192.168.1.2,80,6,2021-08-09 22:31:41,58762894.0,11,2,1530,148,440.0,66.0,139.0909090909091,141.91255601150664,74.0,74.0,74.0,0.0,28.55543499950836,0.22122804230846765,4896907.833333333,3607497.411162523,11869530.0,2409.0,58762894.0,5876289.4,3765099.451454216,11869530.0,2409.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,220,40,0.1871929588763957,0.03403508343207195,66,440,129.07692307692307,132.63626464215903,17592.378698224846,1,0,0,0,0,0,0,0.18181818181818182,129.07692307692307,0.0,0.0,0.0,0.0,0.0,0.0,64240,65160,2,20,4184263.3333333335,2552661.7115356713,7772818.0,2049649.0,4540467.25,1811694.150330068,6175720.0,1512367.0,NeedManualLabel
192.168.20.3,43888,192.168.1.2,80,6,2021-08-09 22:31:41,58766507.0,13,3,1678,222,434.0,66.0,129.07692307692307,130.18475719498485,74.0,74.0,74.0,0.0,32.331341388046084,0.2722639274782828,3917767.1333333333,3701453.037451732,11846891.0,2208.0,58766507.0,4897208.916666667,4042383.913011282,11846891.0,2208.0,20579242.0,10289621.0,1669760.0,11959381.0,8619861.0,0,0,0,0,260,60,0.2212144410761048,0.05104948640217803,66,434,118.75,119.29977996626818,14232.4375,1,0,0,0,0,0,0,0.23076923076923078,118.75,0.0,0.0,0.0,0.0,0.0,0.0,64240,65160,2,20,4175339.3333333335,2553062.816699494,7762493.0,2026177.0000000002,4471452.75,1910793.0326600492,6192853.0,1275395.0,NeedManualLabel
192.168.20.3,43890,192.168.1.2,80,6,2021-08-09 22:31:41,58833654.0,12,2,1570,148,413.0,66.0,130.83333333333334,126.35191156272846,74.0,74.0,74.0,0.0,29.200973986759344,0.23795904296544287,4525665.692307692,3684554.5698933625,11757659.0,2421.0,58833654.0,5348514.0,3946817.861160535,11757659.0,2421.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,240,40,0.2039648939703796,0.03399414899506326,66,413,122.71428571428571,118.65762787558675,14079.632653061224,1,0,0,0,0,0,0,0.16666666666666666,122.71428571428571,0.0,0.0,0.0,0.0,0.0,0.0,64240,65160,2,20,4151883.0,2486101.9348567883,7629497.0,1965075.0,4517433.5,1842744.444385941,6257830.0,1485923.0,NeedManualLabel
192.168.20.3,43892,192.168.1.2,80,6,2021-08-09 22:31:41,58840793.0,12,3,1470,222,377.0,66.0,122.5,113.90017559248976,74.0,74.0,74.0,0.0,28.755560789264006,0.25492518430198585,4202913.785714285,3651736.0430050488,11635614.0,9903.0,58840793.0,5349163.0,3891611.5219162684,11635614.0,9903.0,20440187.0,10220093.5,1570710.5,11790804.0,8649383.0,0,0,0,0,240,60,0.2039401474415887,0.050985036860397175,66,377,112.8,103.7061232521976,10754.96,1,0,0,0,0,0,0,0.25,112.8,0.0,0.0,0.0,0.0,0.0,0.0,64240,65160,2,20,4133472.0,2434942.6800370477,7511490.0,1865529.0,4431086.0,1989994.0592706553,6347492.0,1199804.0,NeedManualLabel
192.168.20.3,43894,192.168.1.2,80,6,2021-08-09 22:31:41,58859327.0,11,3,1474,222,412.0,66.0,134.0,131.11826722467012,74.0,74.0,74.0,0.0,28.81446469817774,0.23785525104627853,4527640.538461538,3584953.6468217275,11601045.0,15378.0,58859327.0,5885932.7,3669278.939066041,11601045.0,15378.0,20438874.0,10219437.0,1561229.0,11780666.0,8658208.0,0,0,0,0,220,60,0.18688626867921884,0.050968982367059684,66,412,121.14285714285714,118.80287222529427,14114.122448979595,1,0,0,0,0,0,0,0.2727272727272727,121.14285714285714,0.0,0.0,0.0,0.0,0.0,0.0,64240,65160,2,20,4094137.0,2434500.485188834,7461480.0,1789225.0,4391182.5,2013809.5404503252,6346082.0,1142754.0,NeedManualLabel
192.168.20.3,43896,192.168.1.2,80,6,2021-08-09 22:31:42,58840183.0,12,2,1496,148,390.0,66.0,124.66666666666667,118.74154940691803,74.0,74.0,74.0,0.0,27.94008985322156,0.23793263865273837,4526167.923076923,3614125.5906585045,11528407.0,2108.0,58840183.0,5349107.545454546,3868892.15210423,11528407.0,2108.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,240,40,0.20394226170234717,0.0339903769503912,66,390,117.42857142857143,111.35382108121729,12399.673469387752,1,0,0,0,0,0,0,0.16666666666666666,117.42857142857143,0.0,0.0,0.0,0.0,0.0,0.0,64240,65160,2,20,4111787.0,2381272.3379682275,7395637.0,1823384.0,4403847.5,2048062.8233196973,6491503.0,1147259.0,NeedManualLabel
192.168.20.3,43898,192.168.1.2,80,6,2021-08-09 22:31:42,58853372.0,10,3,1466,222,447.0,66.0,146.6,150.25258733213215,74.0,74.0,74.0,0.0,28.68144921245974,0.22088793824761646,4904447.666666667,3595733.0272093653,12253155.0,168026.0,58853372.0,6539263.555555556,3436031.8042950234,12253155.0,348660.0,20434014.0,10217007.0,2551590.0,12768597.0,7665417.0,0,0,0,0,200,60,0.16991379865201267,0.0509741395956038,66,447,129.84615384615384,135.2836599115106,18301.66863905326,1,0,0,0,0,0,0,0.3,129.84615384615384,0.0,0.0,0.0,0.0,0.0,0.0,64240,65160,2,20,4239163.333333333,3285956.3839572724,8869375.0,1581831.0,4497238.75,1541775.8938199116,5743213.0,1887685.0,NeedManualLabel
192.168.20.3,43900,192.168.1.2,80,6,2021-08-09 22:31:42,58904883.0,13,2,1171,148,371.0,60.0,90.07692307692308,81.28247189084735,74.0,74.0,74.0,0.0,22.392031574020784,0.2546478192648307,4207491.642857143,3797851.424912693,12150464.0,2319.0,58904883.0,4908740.25,4128646.9168122364,12150464.0,2319.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,260,40,0.22069477669618665,0.0339530425686441,60,371,87.93333333333334,75.86695957764194,5755.795555555556,1,0,0,0,0,0,0,0.15384615384615385,87.93333333333334,24.0,4.0,1102.890492164882,0.0,0.0,0.0,64240,65160,5,20,4197823.0,3251779.2812035484,8772559.0,1504320.0,4555558.75,1395437.4668487255,5759431.0,2250861.0,NeedManualLabel
192.168.20.3,44444,192.168.1.2,80,6,2021-08-09 22:31:48,52341566.0,7,4,813,296,385.0,66.0,116.14285714285714,109.81598708934945,74.0,74.0,74.0,0.0,21.187749713105642,0.21015802240231024,5234156.6,3699324.0923008136,10921971.0,265618.0,52341566.0,8723594.333333334,2688159.008827334,12816057.0,4382190.0,20160624.0,6720208.0,3495429.9331402234,10085201.0,1901685.0,0,0,0,0,140,80,0.1337369233469247,0.07642109905538554,66,385,100.81818181818181,89.91796077214767,8085.239669421488,1,0,0,0,0,0,0,0.5714285714285714,100.81818181818181,0.0,0.0,0.0,0.0,0.0,0.0,64240,65160,1,20,5673472.0,898103.0,6571575.0,4775369.0,3711485.8333333335,3241627.362345463,7255874.0,144872.0,NeedManualLabel
192.168.20.3,44430,192.168.1.2,80,6,2021-08-09 22:31:48,52451979.0,9,5,1250,370,378.0,66.0,138.88888888888889,127.8579458656663,74.0,74.0,74.0,0.0,30.885393285160887,0.26691080616805707,4034767.6153846155,3589562.8926194757,11132810.0,55759.0,52451979.0,6556497.375,3841078.337884166,12577387.0,107878.0,18197422.0,4549355.5,3619186.3939292696,8451710.0,613786.0,0,0,0,0,180,100,0.17158551825089383,0.09532528791716324,66,378,115.71428571428571,107.12571291406623,11475.918367346936,1,0,0,0,0,0,0,0.5555555555555556,115.71428571428571,0.0,0.0,0.0,0.0,0.0,0.0,64240,65160,2,20,5652462.0,681571.455374025,6528527.0,4866303.0,7022549.0,1559556.9514371702,9688233.0,5733313.0,NeedManualLabel
192.168.20.3,44424,192.168.1.2,80,6,2021-08-09 22:31:48,52536978.0,8,2,1382,148,477.0,66.0,172.75,175.6891786650504,74.0,74.0,74.0,0.0,29.12234502715402,0.19034212436048378,5837442.0,4404980.318675619,12523834.0,93451.0,52536978.0,7505282.571428572,3975592.3248852533,12523834.0,93451.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,160,40,0.15227369948838704,0.03806842487209676,66,477,153.0,162.02962692051105,26253.6,1,0,0,0,0,0,0,0.25,153.0,0.0,0.0,0.0,0.0,0.0,0.0,64240,65160,2,20,6682332.0,1596011.0,8278343.0,5086321.0,4915208.0,2236248.757550644,6965885.0,1087074.0,NeedManualLabel
192.168.20.3,44434,192.168.1.2,80,6,2021-08-09 22:31:48,52476348.0,10,5,1354,370,393.0,66.0,135.4,128.8465754298499,74.0,74.0,74.0,0.0,32.85289593704196,0.2858430620972328,3748310.5714285714,3402679.6307724197,10138878.0,19258.0,52476348.0,5830705.333333333,3861590.059837844,11632306.0,29035.0,18177160.0,4544290.0,3593500.6226223893,8495406.0,693184.0,0,0,0,0,200,100,0.19056204139815522,0.09528102069907761,66,393,114.93333333333334,109.11184883208402,11905.395555555557,1,0,0,0,0,0,0,0.5,114.93333333333334,0.0,0.0,0.0,0.0,0.0,0.0,64240,65160,2,20,6484658.5,1643926.030579463,9127566.0,4790122.0,6838016.6,1022765.6077601749,8645450.0,5763891.0,NeedManualLabel
192.168.20.3,44416,192.168.1.2,80,6,2021-08-09 22:31:48,52631293.0,9,2,1380,148,443.0,66.0,153.33333333333334,154.87270758773332,74.0,74.0,74.0,0.0,29.032157731712957,0.20900113550316918,5263129.3,4127403.0379061857,12393367.0,29009.0,52631293.0,6578911.625,3954424.9001047527,12393367.0,29009.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,180,40,0.1710009290480475,0.03800020645512167,66,443,138.9090909090909,143.39041082776552,20560.809917355375,1,0,0,0,0,0,0,0.2222222222222222,138.9090909090909,0.0,0.0,0.0,0.0,0.0,0.0,64240,65160,2,20,6629694.5,1348402.5,7978097.0,5281292.0,4543320.2,2033298.044998165,6549319.0,1126789.0,NeedManualLabel
192.168.20.3,44418,192.168.1.2,80,6,2021-08-09 22:31:48,52607209.0,10,3,1278,222,359.0,66.0,127.8,115.65535007080302,74.0,74.0,74.0,0.0,28.513202439612414,0.2471144211433076,4383934.083333333,3474158.6989792567,11141211.0,42190.0,52607209.0,5845245.444444444,3656092.6543172994,12428571.0,42190.0,18170480.0,9085240.0,1053588.0000000005,10138828.0,8031651.999999999,0,0,0,0,200,60,0.19008801626408275,0.05702640487922483,66,359,115.38461538461539,103.93824976068053,10803.159763313608,1,0,0,0,0,0,0,0.3,115.38461538461539,0.0,0.0,0.0,0.0,0.0,0.0,64240,65160,2,20,6667478.0,1031518.9457361734,7564108.0,5222625.0,5105495.6,3307404.7547009783,9853851.0,1101146.0,NeedManualLabel
192.168.20.3,44414,192.168.1.2,80,6,2021-08-09 22:31:48,52654963.0,9,2,1366,148,436.0,66.0,151.77777777777777,151.96328341468816,74.0,74.0,74.0,0.0,28.753225028379564,0.20890718316524123,5265496.3,3824798.4252933394,12380052.0,39585.0,52654963.0,6581870.375,3553467.015239199,12380052.0,39585.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,180,40,0.17092405895337917,0.03798312421186204,66,436,137.63636363636363,140.69132733319725,19794.04958677686,1,0,0,0,0,0,0,0.2222222222222222,137.63636363636363,0.0,0.0,0.0,0.0,0.0,0.0,64240,65160,2,20,6885532.5,1591060.5,8476593.0,5294472.0,4220109.4,2058835.2481826807,6549753.0,1128676.0,NeedManualLabel
192.168.20.3,43928,192.168.1.2,80,6,2021-08-09 22:31:42,59106422.0,10,4,1400,296,408.0,66.0,140.0,134.05670442018183,74.0,74.0,74.0,0.0,28.694005534627014,0.23686089474338337,4546647.846153846,3760948.954562007,11034180.0,5512.0,59106422.0,6567380.222222222,3859897.7024306627,11034180.0,5512.0,25476469.0,8492156.333333334,2730371.206969525,12014678.0,5361125.0,0,0,0,0,200,80,0.16918635338813098,0.06767454135525239,66,408,121.14285714285714,117.15609681279146,13725.551020408166,1,0,0,0,0,0,0,0.4,121.14285714285714,0.0,0.0,0.0,0.0,0.0,0.0,64240,65160,2,20,5383309.666666667,1469311.0921994098,6513119.0,3308120.0,6298028.25,1269053.569618197,8069103.0,4521123.0,NeedManualLabel
192.168.20.3,43930,192.168.1.2,80,6,2021-08-09 22:31:42,59113724.0,10,2,1316,148,366.0,66.0,131.6,117.26482848663532,74.0,74.0,74.0,0.0,24.76582256939184,0.2029985456507528,5373974.909090909,3936029.44668834,11000531.0,2392.0,59113724.0,6568191.555555556,3862494.6907881848,11000531.0,2392.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,200,40,0.16916545470896066,0.033833090941792134,66,366,122.0,109.17875251164945,11920.0,1,0,0,0,0,0,0,0.2,122.0,0.0,0.0,0.0,0.0,0.0,0.0,64240,65160,2,20,3762419.3333333335,2053762.7759051328,6474235.0,1505704.0,4070722.0,2179235.734594034,6572997.0,800099.0,NeedManualLabel
192.168.20.3,43934,192.168.1.2,80,6,2021-08-09 22:31:42,59124081.0,13,3,1678,222,442.0,66.0,129.07692307692307,133.50797241447736,74.0,74.0,74.0,0.0,32.13580605168307,0.2706173141194364,3941605.4,3690218.0671507353,10909998.0,3035.0,59124081.0,4927006.75,3929200.5602458143,10909998.0,3035.0,20110951.0,10055475.5,1868701.5,11924177.0,8186774.0,0,0,0,0,260,60,0.21987656772204206,0.05074074639739432,66,442,118.75,122.24744373605527,14944.4375,1,0,0,0,0,0,0,0.23076923076923078,118.75,0.0,0.0,0.0,0.0,0.0,0.0,64240,65160,2,20,3926668.0,2198700.434616321,6845637.0,1539207.0,3289190.4,2598307.170673983,6663137.0,601587.0,NeedManualLabel
192.168.20.3,43938,192.168.1.2,80,6,2021-08-09 22:31:42,59138689.0,11,3,1390,222,374.0,66.0,126.36363636363636,116.82408899107682,74.0,74.0,74.0,0.0,27.257959675095268,0.2367316597092641,4549129.923076923,3632776.050281434,10826578.0,36.0,59138689.0,5913868.9,5107724.885442137,16426357.0,36.0,20075044.0,10037522.0,1785198.0,11822720.0,8252324.0,0,0,0,0,220,60,0.1860034469144218,0.050728212794842305,66,374,115.14285714285714,105.75906387556927,11184.97959183674,1,0,0,0,0,0,0,0.2727272727272727,115.14285714285714,0.0,0.0,0.0,0.0,0.0,0.0,64240,65160,2,20,3839130.0,2247537.6942486786,6737979.0,1260704.0,3237933.6,2684422.640483022,6734490.0,390555.0,NeedManualLabel
